Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Weight,Price_euros
Lenovo,Notebook,15.6,1920,5,4,1024,2.15,462.35
HP,Notebook,15.6,1920,3,4,500,1.86,397
Lenovo,Notebook,15.6,1920,7,8,612,1.99,1729
Lenovo,Notebook,15.6,1920,3,4,228,2.2,499
Dell,Notebook,15.6,1920,5,8,356,1.9,1116.99
Dell,Gaming,17.3,1920,7,16,1380,4.42,2699
HP,Notebook,17.3,1600,3,8,1024,2.65,544.15
HP,Notebook,17.3,1920,7,8,1024,2.63,1280
Lenovo,Notebook,17.3,1600,7,6,1252,2.8,949
Dell,Notebook,15.6,1366,3,4,1024,2.18,617.9
Lenovo,Notebook,15.6,1920,3,4,228,2.05,630
Lenovo,Notebook,17.3,1920,7,8,356,3.4,2999
Asus,Notebook,15.6,1920,5,8,1252,2.5,839
Dell,Ultrabook,13.3,3840,5,8,228,1.21,1599
Dell,Notebook,15.6,1366,5,4,500,1.93,959
Fujitsu,Notebook,15.6,1366,5,8,1024,2.2,739
Lenovo,Notebook,14,1366,5,4,500,2.02,990
HP,Workstation,17.3,1600,5,8,500,3.14,1860.99
Lenovo,Notebook,15.6,1920,5,8,356,2.3,830
Lenovo,Notebook,15.6,1920,5,4,500,2.05,685
Toshiba,Ultrabook,14,1920,7,16,612,1.24,1865
Lenovo,Gaming,17.3,1920,7,32,1380,4.6,2663
MSI,Gaming,17.3,1920,7,16,1636,4.14,2729
Dell,Notebook,15.6,1920,7,8,356,2.2,749.01
Dell,Notebook,15.6,1366,5,8,500,1.9,1008.52
HP,Notebook,13.3,1920,3,4,228,1.49,719
Dell,Notebook,15.6,1920,7,16,356,1.93,1537.39
MSI,Gaming,17.3,1920,7,16,1252,4.5,2349
HP,Gaming,17.3,1920,7,16,1380,3.78,1498
Lenovo,Ultrabook,14,1920,7,12,356,1.4,1673
Lenovo,Notebook,15.6,1466,7,12,1024,2.2,609
Asus,Gaming,17.3,1920,5,8,1252,2.73,1770
Asus,2 in 1 Convertible,15.6,1466,5,8,1024,2.2,739
Samsung,Notebook,15.6,1920,7,16,1252,2.5,1699
Lenovo,Notebook,17.3,1920,3,4,500,2.8,529
Lenovo,Notebook,15.6,1366,3,8,1024,2.29,459
Lenovo,2 in 1 Convertible,13.3,1920,7,8,612,1.37,2025
Lenovo,Notebook,14,1920,5,8,356,1.7,1474
Dell,2 in 1 Convertible,12.5,1920,5,8,356,1.34,1670
Dell,Workstation,15.6,1920,7,8,356,2.06,1763
HP,Notebook,15.6,1920,7,8,356,1.84,1219
HP,Notebook,15.6,1366,3,4,500,2.1,668.48
MSI,Gaming,17.3,1920,7,16,1252,4.14,2199
Dell,Notebook,15.6,1366,3,4,1024,2.18,465
MSI,Gaming,15.6,3840,7,16,2404,1.8,2299
Toshiba,Notebook,15.6,1920,7,8,356,2.2,1399
Lenovo,Notebook,15.6,1920,5,6,1024,2.4,564
Lenovo,2 in 1 Convertible,15.6,1920,7,8,356,2,1299
Dell,Gaming,15.6,1920,7,16,1024,2.59,879.01
Dell,Notebook,15.6,1366,3,4,1024,2.18,443.9
Dell,Notebook,15.6,1366,3,4,1024,2.25,359
Dell,Notebook,15.6,1366,5,4,500,1.93,869
Asus,Gaming,17.3,1920,7,8,1252,3,1168
Dell,Notebook,15.6,1920,5,4,228,2.18,569
HP,Ultrabook,15.6,1920,7,8,612,1.84,1389
MSI,Gaming,15.6,1920,7,16,1380,2.94,2267.86
HP,Notebook,14,1366,5,8,356,2.31,1124
Lenovo,Notebook,14,1920,5,8,356,1.65,1465
Dell,Notebook,15.6,1920,5,4,1024,2.2,776
Fujitsu,Notebook,15.6,1366,5,8,356,2.2,799
HP,Notebook,15.6,1366,5,4,500,1.88,932
Lenovo,Notebook,15.6,1920,7,8,1024,2.2,899
Lenovo,Notebook,15.6,1920,5,4,228,2.2,468
Asus,2 in 1 Convertible,13.3,1920,5,6,1024,1.5,639.01
Dell,Notebook,15.6,1920,7,8,356,2,1820
Asus,Ultrabook,14,1920,7,16,612,1.1,1900
Dell,Gaming,15.6,1920,7,16,1380,2.62,1479
Lenovo,Notebook,15.6,1920,5,4,356,1.8,829
Lenovo,Notebook,15.6,1920,3,4,1024,2.2,579
Asus,Notebook,15.6,1920,5,8,1024,1.99,906.62
Dell,Ultrabook,13.3,3200,5,8,356,1.23,1869
Lenovo,2 in 1 Convertible,13.3,1920,7,8,356,1.37,1757.42
Dell,Notebook,15.6,3840,7,16,1124,2.06,2399
Lenovo,Gaming,15.6,1920,7,8,1252,2.5,1109
Lenovo,Ultrabook,14,1920,7,16,612,1.14,2450
Asus,Gaming,15.6,1920,7,8,1024,2.5,1169
Acer,Notebook,15.6,1366,3,4,500,2.4,450
Acer,Ultrabook,14,1920,5,8,356,1.8,919
Razer,Gaming,14,1920,7,16,356,1.95,2599
Toshiba,Notebook,13.3,1920,5,8,356,1.2,1213
Lenovo,Ultrabook,12.5,1920,7,8,356,1.36,1584
Asus,Gaming,17.3,1920,7,32,612,3.8,2799
Acer,Gaming,15.6,1920,5,8,1024,2.4,709
Dell,Ultrabook,13.3,1920,5,8,356,1.2,1449.9
MSI,Gaming,15.6,1920,7,8,1252,2.2,1191.8
HP,Notebook,15.6,1366,3,4,500,1.86,364.9
Toshiba,Notebook,15.6,1920,5,8,500,2,1064
Dell,Notebook,15.6,1920,7,8,356,2.2,919
Dell,Notebook,15.6,1920,7,16,2404,2.2,1135
Lenovo,Gaming,15.6,1920,7,8,1252,3.31,1196
Dell,Gaming,17.3,3840,7,32,1636,4.42,3147.37
Dell,Notebook,14,1920,5,8,356,1.56,1229
Lenovo,Notebook,15.6,1920,5,4,500,2.2,535
HP,Notebook,15.6,1920,3,6,1024,2.04,539
MSI,Gaming,17.3,1920,7,8,1252,2.7,1486.77
Toshiba,Notebook,15.6,1366,3,4,228,2.1,498
Dell,Notebook,15.6,1920,5,8,1024,2.06,955
HP,Notebook,15.6,1920,7,8,1024,2.1,745
Toshiba,Notebook,15.6,1920,5,8,356,2,1258
Acer,Notebook,15.6,1366,3,4,228,2.1,412
Microsoft,Ultrabook,13.5,2256,7,8,356,1.252,1867.85
Lenovo,Notebook,15.6,1920,5,8,1252,1.9,817.95
Lenovo,2 in 1 Convertible,13.3,1920,5,8,356,1.3,1034
HP,2 in 1 Convertible,14,1920,3,4,228,1.63,699
MSI,Gaming,15.6,1920,7,16,1380,2.4,1294
Asus,Ultrabook,14,1920,5,8,356,1.1,1135
LG,Ultrabook,15.6,1920,7,8,612,1.09,2299
Acer,Gaming,15.6,1920,5,16,356,2.5,1299
MSI,Gaming,15.6,1920,5,8,356,2.2,997.9
Dell,Gaming,15.6,1920,5,16,1252,3.21,2051
HP,Notebook,17.3,1920,3,4,356,2.5,699
Lenovo,2 in 1 Convertible,13.3,1920,7,8,612,1.19,1499
Dell,Gaming,15.6,1920,7,16,1380,3.49,2813.75
HP,Notebook,15.6,1366,5,4,500,1.86,612.61
Dell,Notebook,15.6,1366,3,4,1024,2.2,545.67
Lenovo,Notebook,14,1920,5,4,356,1.7,699
HP,Workstation,17.3,1920,7,8,500,3.14,1907.99
Lenovo,2 in 1 Convertible,14,2660,7,8,356,1.42,2590
Toshiba,Notebook,13.3,1920,5,8,356,1.5,973
Lenovo,2 in 1 Convertible,14,1920,7,16,612,1.38,1749
Toshiba,Ultrabook,13.3,1920,7,16,612,1.36,1877
HP,Notebook,15.6,1920,7,4,500,2.1,689
Dell,Gaming,15.6,1920,5,8,1024,2.56,819
Lenovo,Notebook,15.6,1920,5,4,2048,2.1,621.45
Lenovo,Notebook,15.6,1366,3,4,500,1.9,450
Dell,Notebook,15.6,1920,5,8,356,2.18,795
Acer,2 in 1 Convertible,13.3,1920,5,8,356,1.6,999
Lenovo,Workstation,15.6,1920,7,16,612,2.18,1855
Lenovo,Notebook,14,1920,5,8,356,1.8,1191
Lenovo,Gaming,15.6,1920,7,8,1252,2.5,1249
Dell,Notebook,14,1920,5,8,356,1.64,1089
Dell,Notebook,15.6,1920,5,8,1024,1.98,726
Dell,Notebook,15.6,1920,5,16,612,1.93,1426.66
Lenovo,Notebook,14,1920,5,8,356,1.87,857.07
Dell,Notebook,15.6,1920,5,8,356,1.9,1179
HP,Notebook,17.3,1920,7,8,356,2.63,1200
Lenovo,Ultrabook,14,2660,7,8,612,1.17,1686.64
HP,2 in 1 Convertible,13.3,1466,5,8,356,1.58,836.6
Lenovo,Ultrabook,14,1920,5,8,356,1.32,1499
Dell,Gaming,17.3,3840,7,32,2148,4.36,3659.4
MSI,Gaming,17.3,1920,7,8,1252,2.7,1348.48
Lenovo,Notebook,15.6,1366,5,4,1024,1.9,489.9
Dell,Notebook,15.6,1920,5,8,1252,2.2,719
Dell,2 in 1 Convertible,13.3,1920,3,4,1024,1.71,649
Dell,Notebook,15.6,1366,5,8,1024,2.32,589.52
Acer,Gaming,17.3,1920,7,16,1252,4.2,1935
Dell,Notebook,15.6,1366,5,12,1024,2.25,649
Acer,Notebook,15.6,1366,5,4,500,2.4,559
Lenovo,Notebook,13.3,1920,5,8,356,1.44,960
Lenovo,Notebook,15.6,1920,7,4,1024,1.85,779
HP,Workstation,15.6,1920,7,16,356,2.6,2419
Dell,2 in 1 Convertible,13.3,1920,5,8,1024,1.55,659
MSI,Gaming,15.6,1920,7,16,1380,1.8,2094.48
Acer,Notebook,15.6,1366,3,4,500,2.4,410.8
Dell,Notebook,15.6,1920,7,8,1252,2,1207
Dell,Notebook,15.6,1366,3,8,356,2,665
Toshiba,Notebook,14,1920,5,8,356,1.25,1535
Lenovo,2 in 1 Convertible,14,1920,5,8,356,1.7,999
Lenovo,Workstation,15.6,3840,7,16,1124,2.5,3299
Samsung,Ultrabook,13.3,1920,7,16,356,0.81,1649
HP,Notebook,15.6,1920,3,8,356,1.86,539
Dell,Notebook,14,1366,5,8,356,1.6,1126.71
HP,Notebook,15.6,1920,5,8,356,1.84,1900
Asus,Notebook,15.6,1366,5,4,1024,2.45,579
Lenovo,Ultrabook,14,1920,5,4,280,1.7,1096
Asus,Notebook,15.6,1366,7,4,356,2.37,849.9
Lenovo,2 in 1 Convertible,13.3,3200,5,8,356,1.3,1199
HP,Notebook,15.6,1920,5,8,1252,2.2,1099
HP,Workstation,15.6,1920,7,8,356,2.59,1561
Dell,Gaming,15.6,3840,7,16,1380,4.42,2868.99
Acer,Notebook,15.6,1366,5,4,356,2.1,599
Lenovo,Gaming,15.6,1920,7,8,1252,2.5,1048
Dell,Ultrabook,12.5,1920,7,16,356,1.18,1859
Google,Ultrabook,12.3,2500,5,8,356,1.1,1559
Asus,Ultrabook,13.3,3200,5,8,356,1.2,1129
Dell,Notebook,13.3,1366,3,4,500,1.65,849
Acer,Notebook,13.3,1366,5,4,228,1.6,655
Dell,Gaming,15.6,3940,7,16,1252,2.72,1099
Samsung,Ultrabook,13.3,1920,7,8,356,1.31,1599
Dell,Notebook,15.6,1920,7,16,356,2.3,1181.27
Samsung,2 in 1 Convertible,15,1920,7,16,356,1.71,1799
Toshiba,Notebook,14,1366,5,4,228,1.75,1020
Dell,Gaming,15.6,1920,7,8,1024,2.62,1099
HP,Ultrabook,12.5,1366,5,4,356,1.26,1244
Asus,2 in 1 Convertible,15.6,1920,7,12,2048,2.3,839
Lenovo,Notebook,15.6,3840,7,16,612,2.5,2370
Acer,Notebook,14,1920,3,4,228,1.8,636
Razer,Gaming,14,1920,7,16,612,1.95,2899
Dell,Gaming,17.3,1920,7,32,2148,4.42,3588.8
Asus,Gaming,17.3,1920,7,16,1380,4.3,2350
Toshiba,Ultrabook,14,1920,7,16,612,1.47,1764
Lenovo,Ultrabook,14,1920,7,16,612,1.7,2299
MSI,Gaming,14,1920,7,16,1380,1.6,1891
MSI,Gaming,15.6,1920,5,8,1252,2.2,1089
Lenovo,Gaming,15.6,1920,7,4,1024,2.4,999
Acer,Gaming,17.3,1920,7,16,1380,4.2,2299
Dell,Gaming,15.6,1920,5,8,356,2.62,985
Asus,Gaming,15.6,1920,7,8,1252,2.24,1339
Lenovo,2 in 1 Convertible,13.3,1920,7,8,612,1.37,1970
Lenovo,2 in 1 Convertible,15.6,1920,5,8,356,2.08,959
Lenovo,2 in 1 Convertible,14,2660,5,8,356,1.42,2330
Dell,Notebook,15.6,1366,5,8,228,1.95,810
Lenovo,2 in 1 Convertible,13.9,1920,7,8,356,1.38,1349
Dell,Notebook,15.6,1920,3,8,356,2,739
HP,Workstation,15.6,1920,7,8,356,3.14,2064.9
Asus,Notebook,15.6,1920,5,8,356,2.37,1099
Dell,Ultrabook,13.3,1920,5,8,356,1.29,1499
Dell,Notebook,15.6,3840,5,8,356,2.06,1749
HP,Netbook,12.5,1366,5,8,356,1.26,1389
Toshiba,Notebook,15.6,1366,5,4,500,2.1,780
Dell,Gaming,15.6,3840,7,16,612,2.62,1679
Lenovo,Notebook,15.6,1920,5,4,1024,2.4,609
HP,Gaming,17.3,1920,7,12,1024,3.74,1749
MSI,Gaming,17.3,1920,7,16,1636,2.9,2415
Samsung,Ultrabook,13.3,1920,5,8,356,0.81,1499
Dell,Notebook,15.6,1920,7,8,1024,1.98,961
Dell,Notebook,15.6,1920,5,8,356,2.18,789.81
Lenovo,Ultrabook,14,1920,7,8,356,1.32,1859
Razer,Ultrabook,12.5,3840,7,16,612,1.29,1799
Dell,Gaming,17.3,1920,7,16,1252,4.36,2505.02
Dell,Notebook,14,1366,5,4,500,1.76,755
Lenovo,Notebook,15.6,1366,3,4,500,2.1,489.9
Toshiba,Ultrabook,14,1366,5,4,228,1.25,1090
Lenovo,Ultrabook,14,1920,7,8,612,1.13,2499
MSI,Gaming,15.6,1920,5,8,356,2.4,1199
Lenovo,Ultrabook,14,1920,5,8,356,1.13,1875
Asus,2 in 1 Convertible,13.3,1920,5,8,356,1.1,1358
Dell,Notebook,14,1366,3,4,500,1.76,585
Acer,Notebook,14,1920,3,8,228,1.5,619
Razer,Gaming,17.3,3840,7,32,612,3.49,5499
Lenovo,Ultrabook,14,2660,7,16,612,1.1,2099
Asus,Notebook,15.6,1920,5,4,1024,2.1,519
Lenovo,Notebook,14,1920,5,8,356,1.7,1186
Lenovo,Notebook,14,1920,5,8,356,1.32,1650
Dell,Gaming,15.6,1920,7,16,1380,3.21,2774.63
Asus,Gaming,17.3,1920,7,16,1380,2.9,2419
Toshiba,Notebook,15.6,1366,3,4,500,2,669
Asus,Notebook,15.6,1920,5,8,128,2.3,590
Asus,Gaming,17.3,1920,7,16,1636,2.73,1799
Dell,Gaming,17.3,1920,7,32,1636,4.42,3072.89
HP,Notebook,17.3,1600,5,8,1024,2.63,910
Dell,Notebook,15.6,1366,5,8,228,2.18,713.99
HP,Ultrabook,14,1920,7,8,612,1.54,1870
Dell,Notebook,15.6,1920,7,4,356,2.18,739
Asus,Ultrabook,13.3,1920,5,8,612,1.45,1026
HP,2 in 1 Convertible,13.3,1920,5,8,356,1.28,2277
HP,Ultrabook,14,1920,7,8,612,1.54,1468
Asus,Gaming,15.6,1920,7,16,1252,2.1,1899
Dell,Notebook,17.3,1920,7,8,1024,2.83,865
Lenovo,Ultrabook,14,1920,7,8,356,1.96,1903
Asus,Notebook,15.6,1920,7,8,356,2.3,787
Dell,Notebook,15.6,1920,5,8,228,1.9,945
HP,2 in 1 Convertible,13.3,1920,7,8,356,1.28,2559
Dell,Notebook,13.3,1920,5,8,1024,1.62,649
Lenovo,Notebook,15.6,1920,3,4,1024,2.2,469
Lenovo,Notebook,15.6,1920,5,8,1024,2.3,850.66
HP,Notebook,15.6,1920,5,8,356,1.84,1349
Toshiba,Notebook,13.3,1920,5,4,228,1.05,1285
Lenovo,Gaming,15.6,1920,5,8,1024,2.5,1017
Dell,Ultrabook,13.3,3200,7,16,612,1.29,2240
HP,Notebook,15.6,1920,5,4,500,2.07,910
Toshiba,Ultrabook,13.3,1366,5,8,356,1.2,1095
Lenovo,2 in 1 Convertible,13.3,1920,7,8,356,1.37,1950
Acer,Notebook,14,1920,5,8,356,1.56,902
Dell,Workstation,15.6,1920,7,8,1024,2.23,1778
Lenovo,Notebook,15.6,1366,5,4,500,2.38,1055
Lenovo,Notebook,15.6,1920,3,4,1024,2.2,479
Toshiba,Notebook,15.6,1920,7,8,356,2,1388
Lenovo,Notebook,13.3,1920,3,4,280,1.44,735
Samsung,Ultrabook,15,1920,7,16,356,1.23,1849
Dell,Ultrabook,12.5,1920,7,8,356,1.6,1690
Xiaomi,Ultrabook,13.3,1920,5,8,356,1.28,935
Dell,Notebook,15.6,1920,5,4,1252,2.18,912.5
HP,Notebook,15.6,1920,5,4,356,2.04,839
HP,2 in 1 Convertible,13.3,1920,5,4,356,1.28,1700
HP,2 in 1 Convertible,15.6,1466,5,4,500,2.3,684.8
Lenovo,Notebook,15.6,1920,7,8,1024,2.2,669
HP,2 in 1 Convertible,13.3,1920,5,4,356,1.28,1799
Dell,Notebook,15.6,1366,3,4,1024,2.18,455.7
Asus,Gaming,17.3,1920,5,12,1252,2.2,1369.9
HP,Notebook,14,1920,5,4,228,1.95,1265
HP,2 in 1 Convertible,13.3,3200,7,16,356,1.42,1399
Samsung,Ultrabook,15,1920,7,8,356,1.17,1699
Lenovo,Ultrabook,14,1920,5,8,356,1.32,1799
MSI,Gaming,17.3,3840,7,16,2660,2.43,2649
Toshiba,Notebook,13.3,1920,5,8,356,1.05,1475
Dell,Gaming,15.6,1920,7,8,1024,2.62,929
HP,Notebook,15.6,1920,7,8,1024,2.04,900
Dell,Notebook,15.6,1366,3,4,1024,2.18,614
Dell,Notebook,15.6,1920,5,8,500,1.9,935
Dell,2 in 1 Convertible,13.3,3200,7,8,612,1.24,2013.1
Asus,Gaming,17.3,1920,7,32,712,3.58,1279
Dell,2 in 1 Convertible,13.3,1920,7,16,356,1.22,1649
Lenovo,Ultrabook,14,1920,7,8,356,1.13,2049
Lenovo,Notebook,15.6,1920,5,8,612,1.95,1962.99
LG,Ultrabook,15.6,1920,7,16,612,1.08,2099
HP,Netbook,12.5,1920,7,8,612,1.26,1483
Lenovo,Notebook,15.6,1920,5,8,1252,2.6,789
LG,Ultrabook,14,1920,7,8,612,0.98,1899
Dell,Notebook,14,1920,5,8,356,1.6,1205
Lenovo,Notebook,15.6,1920,7,6,356,2.2,789
HP,Notebook,15.6,1920,7,8,356,2.04,1018.99
Acer,Notebook,15.6,1920,3,4,1024,2.4,499
Lenovo,Notebook,13.3,1920,5,4,228,1.44,881
HP,Notebook,13.3,1920,5,8,356,1.49,960
MSI,Gaming,17.3,1920,7,16,1380,2.7,1599
Dell,Gaming,15.6,1920,7,16,1252,2.6,1349
MSI,Gaming,15.6,1920,5,8,1252,2.2,1119.91
Dell,Notebook,15.6,1366,5,4,1024,2.18,684.99
HP,Ultrabook,15.6,1920,7,8,356,1.84,1296.99
HP,Ultrabook,13.3,3200,7,8,356,1.39,1149
Toshiba,Notebook,15.6,1920,7,16,356,2.4,1975
Lenovo,2 in 1 Convertible,13.3,1920,5,8,612,1.37,1825
Dell,Notebook,15.6,1366,5,4,500,1.95,729.9
Lenovo,Ultrabook,12.5,1920,7,8,356,1.36,1650
HP,Notebook,15.6,1920,5,8,356,2.31,1165
Dell,Notebook,15.6,1366,5,4,1024,2.18,708.06
HP,Notebook,14,1366,5,4,500,1.95,1149
HP,Ultrabook,12.5,1920,5,4,500,1.26,1579
Lenovo,2 in 1 Convertible,13.3,3200,7,16,1124,1.3,1799
Toshiba,Notebook,14,1920,5,4,228,1.47,1105
HP,Netbook,12.5,1920,5,8,356,1.26,1669
Dell,Notebook,15.6,1366,3,4,1024,2.18,558.6
MSI,Gaming,15.6,1920,7,8,1252,2.2,1199
Dell,Ultrabook,14,1920,5,8,356,1.36,1639
Dell,Gaming,17.3,2560,7,16,1636,4.36,2758
HP,Gaming,17.3,1920,5,8,1252,2.75,1399
Acer,Notebook,15.6,1366,5,4,500,2.23,619
Toshiba,Notebook,15.6,1366,5,8,356,2.2,1119
Dell,Ultrabook,12.5,1920,5,8,356,1.36,1472.2
Lenovo,Notebook,15.6,1920,7,8,1024,2.2,685
Dell,Notebook,17.3,1600,3,4,1024,2.36,659
HP,Workstation,15.6,1920,7,8,228,2,2249
Dell,Ultrabook,14,1920,7,8,356,1.36,1775
Toshiba,Notebook,13.3,1920,5,8,356,1.2,1460
Lenovo,Ultrabook,14,1920,7,8,356,1.7,1488.99
Dell,Gaming,17.3,3840,7,16,1636,4.36,3154
Dell,2 in 1 Convertible,13.3,1920,5,8,356,1.24,1899
Dell,Ultrabook,13.3,3200,7,8,356,1.3,1268
Toshiba,Notebook,13.3,1920,5,8,356,1.2,1535
Lenovo,Ultrabook,12.5,1920,5,8,356,1.36,1760
Acer,Notebook,15.6,1920,5,12,1252,2.4,1009
Toshiba,Ultrabook,12.5,1920,7,8,612,1.1,1790
HP,Notebook,15.6,1366,5,8,1024,2.04,846.5
Dell,Notebook,15.6,1366,3,4,1024,2.25,465.62
Dell,Notebook,15.6,1366,5,4,500,1.9,825
HP,Notebook,15.6,1920,3,4,500,2.04,685
Dell,Gaming,17.3,1920,7,32,1380,4.42,3149
Lenovo,Notebook,15.6,1920,5,6,356,2.4,695
Dell,2 in 1 Convertible,13.3,3200,7,16,612,1.22,1899
Dell,Ultrabook,14,2660,7,8,356,1.5,1962.98
Dell,Gaming,17.3,1920,7,32,1380,4.42,2800
Toshiba,Notebook,14,1920,5,8,356,1.95,1180
Asus,Gaming,17.3,1920,7,16,1380,2.73,2049.9
HP,Notebook,15.6,1920,5,8,1252,2.04,979
Lenovo,Notebook,14,1366,5,4,508,1.7,1002
Asus,2 in 1 Convertible,15.6,3840,7,16,2660,2.3,1799
HP,Notebook,15.6,1366,7,6,1024,2.04,579
Asus,Gaming,17.3,1920,7,16,1380,2.99,1749
Dell,2 in 1 Convertible,15.6,1920,7,12,612,2.19,1299
Toshiba,Notebook,13.3,1920,5,4,228,1.2,1195
Fujitsu,Notebook,15.6,1366,5,4,356,2.3,649
Toshiba,Notebook,14,1366,5,4,500,1.75,915
Dell,Notebook,15.6,1366,5,4,500,2.25,599
HP,Notebook,15.6,1920,5,8,1024,2.04,806
Lenovo,Gaming,15.6,1920,7,8,1252,2.5,1189
Dell,Notebook,15.6,1366,7,8,1024,2.36,749
Dell,Notebook,14,1920,5,8,228,1.6,1119
HP,Notebook,15.6,1920,3,4,1252,2.1,499
Lenovo,Notebook,15.6,1920,5,8,356,2.3,1349
Dell,2 in 1 Convertible,13.3,1920,5,8,356,1.68,889
Asus,Notebook,13.3,3200,5,8,356,1.4,1150
HP,Ultrabook,13.3,1920,7,8,356,1.11,1349
Asus,Gaming,15.6,1920,7,16,1380,2.5,1799
HP,Ultrabook,14,1920,7,8,612,1.48,2089
Acer,Gaming,15.6,1920,7,8,1252,2.7,1260
HP,Notebook,13.3,1920,5,8,356,1.34,1189
Dell,Notebook,15.6,1366,3,4,228,2.18,547
HP,Notebook,14,1366,5,4,500,1.64,779
Toshiba,Notebook,13.3,1920,5,4,228,1.2,1195
HP,Notebook,14,1366,5,4,356,1.48,1099.99
HP,Notebook,14,1920,5,4,356,1.95,1205
HP,Ultrabook,14,1920,7,8,356,1.43,1449
HP,Notebook,14,1920,5,8,356,1.64,1049.26
HP,Notebook,14,1366,3,4,500,1.64,684
Dell,Gaming,15.6,1920,5,8,1024,2.65,949
HP,Ultrabook,12.5,1920,5,4,500,1.26,1539
HP,Notebook,14,1920,5,4,356,1.48,1590
HP,Ultrabook,14,1920,7,8,356,1.54,1887.21
HP,Notebook,13.3,1366,3,4,500,1.49,800
Toshiba,Notebook,13.3,1366,5,8,356,1.5,1210
HP,Notebook,15.6,1366,3,4,356,2.04,769.99
Lenovo,Notebook,17.3,3840,7,16,612,2.4,2968
Toshiba,Notebook,14,1920,5,8,356,1.47,1490
HP,Notebook,14,1920,7,8,356,1.43,2229
Dell,2 in 1 Convertible,15.6,1920,3,4,1024,2.08,795.99
Toshiba,Ultrabook,13.3,1920,5,8,356,1.2,1590
HP,Notebook,13.3,1920,5,8,356,1.11,1149
HP,Notebook,14,1920,7,8,356,1.64,1185.43
Dell,Notebook,15.6,1920,5,8,500,2.09,1046.44
HP,Ultrabook,12.5,1366,5,4,356,1.26,1559
HP,Notebook,14,1366,5,4,500,2.31,1189
HP,Notebook,14,1366,5,4,500,1.95,1060
Dell,Ultrabook,13.3,3200,5,8,356,1.29,1624
HP,Notebook,17.3,1920,5,8,356,2.63,1080
HP,Notebook,14,1366,5,4,356,1.64,973
MSI,Gaming,17.3,1920,7,8,1252,2.7,1191.8
HP,Notebook,14,1920,5,8,356,1.95,1195
HP,Notebook,15.6,1920,7,8,356,1.84,1228.99
HP,Ultrabook,12.5,1920,7,8,356,1.26,1349
HP,Notebook,15.6,1366,5,4,500,2.04,742
Toshiba,Ultrabook,14,1920,7,8,356,1.47,1725
Dell,Notebook,15.6,1920,5,8,356,2.09,1062.95
HP,Notebook,14,1920,5,8,356,1.64,1010.51
Lenovo,2 in 1 Convertible,15.6,1920,7,4,356,1.8,847
Toshiba,Notebook,15.6,1920,7,16,356,2.4,1425
Lenovo,Notebook,15.6,1920,5,8,356,2.3,1049.6
HP,Notebook,14,1920,5,4,500,1.54,1000
HP,Notebook,15.6,1920,5,8,856,1.84,2103.34
HP,Notebook,14,1920,5,8,356,1.43,1469
MSI,Gaming,17.3,1920,7,16,1380,3.78,1545.64
Lenovo,Gaming,17.3,1920,7,16,1252,4.6,2289.99
Lenovo,Notebook,14,2560,7,16,356,1.1,2620
HP,Notebook,15.6,1920,7,8,1024,1.91,979
Dell,2 in 1 Convertible,15.6,1920,5,8,356,2.3,1094
HP,Notebook,15.6,1366,5,4,356,2.04,979
Dell,Ultrabook,13.3,3200,7,16,1124,1.2,2254
HP,Notebook,15.6,1366,3,4,500,2.31,705.15
HP,Notebook,15.6,1366,5,4,500,1.96,499
Dell,2 in 1 Convertible,13.3,1920,7,12,356,1.6,1299
MSI,Gaming,15.6,1920,7,16,1380,2.94,1819
HP,Notebook,15.6,1920,7,8,356,2.04,1070
Asus,Gaming,17.3,1920,7,16,1024,4,998
Dell,Notebook,15.6,1920,5,4,1024,2.25,559
Dell,Notebook,15.6,1920,7,16,2048,2.32,989.99
MSI,Gaming,15.6,1920,7,16,1380,1.8,1929
Dell,Ultrabook,13.3,1920,7,8,356,1.29,1458
Asus,Gaming,17.3,1920,7,64,1124,3.58,3975
Dell,2 in 1 Convertible,13.3,1920,7,8,356,1.62,798.01
Dell,Gaming,15.6,3840,7,16,1380,3.21,1329
Dell,Notebook,15.6,1366,3,4,500,2.06,481.98
HP,Notebook,15.6,1366,5,4,500,2.31,1199
HP,Ultrabook,12.5,1920,5,8,356,1.26,1199
HP,Notebook,13.3,1920,7,8,356,1.49,1090
Lenovo,Ultrabook,12.5,1920,7,8,356,1.3,1713.49
Lenovo,Notebook,17.3,1600,5,8,1024,3,659
Lenovo,Notebook,15.6,1920,5,4,1024,2.3,977
MSI,Gaming,17.3,1920,7,16,1380,3.78,2499
Lenovo,Notebook,15.6,1366,5,4,500,2.1,540
HP,Notebook,15.6,1920,5,4,500,2.31,940
Lenovo,Gaming,17.3,1920,7,32,1636,4.6,3240
HP,Ultrabook,13.3,3840,7,16,612,1.3,2049
Dell,Notebook,15.6,1920,5,8,356,2.18,750
HP,Notebook,14,1920,5,4,500,1.54,1030.99
HP,Workstation,15.6,1920,7,8,356,1.9,1495
Lenovo,Notebook,14,1920,5,8,280,1.7,1199
HP,Notebook,15.6,1366,3,4,1024,1.86,345.99
Asus,Gaming,17.3,1920,7,8,1380,2.7,1599
Dell,Ultrabook,13.3,1920,5,4,356,1.4,818.35
HP,Netbook,12.5,1366,5,4,228,2.4,1599
Acer,Notebook,15.6,1920,5,8,1380,2.4,799
